,pdfFile,txtFile,eventDate,eventPlace,locList,geoEvents
198,35.%20Cerasu-proces%20verbal%20nr.%203312%20din%2029.06.2018.pdf,35.%20Cerasu-proces%20verbal%20nr.%203312%20din%2029.06.2018.txt,20.01.2015,Cerasu,"['ROMANIA', 'Cerasu', 'paraul Drajna', 'paraul Drajna', 'DC 30', 'DC 30', 'paraul Drajna', 'DC 30', 'Drajna cu Valea Slonului', 'Drajna', 'paraului Drajna', 'paraul Drajna', 'Drajna', 'Valea Lespezii', 'Jungime', 'Drajna', 'Pucioasa', 'dn1500', 'Cerasu', 'Drajna', 'Valea Borului', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
199,3502.pdf,3502.txt,12.06.2015,Judetul Prahova nr. 8,"['ROMANIA', 'Judetul Prahova nr. 8', 'Prahova', 'Bertea', 'malul sténg', 'paraului Bertea', 'DJ 101T.\n\nB. MASURI CARE SE IMPUN:\n\n1.', 'Prahova', 'erodari de', 'punctul Dilimot', 'Prahova']",[]
200,3522%20din%2011.04.2018.pdf,3522%20din%2011.04.2018.txt,11.04.2018,Poiana Campina,"['ROMANIA', 'Poiana Campina', 'Prahova', 'Poiana Campina', 'Poiana Campina', 'DJ 101P', 'Ragman', 'Ragman', 'Ragman', 'Poiana', '372/1', 'Sipot', 'versantul', 'Prahova', 'erodari de', 'Poiana Campina', 'Prahova']",[]
201,3549-21.04.2015.pdf,3549-21.04.2015.txt,21.04.2015,PRIMARIA ORASULUI COMARNIC,"['ROMANIA', 'PRIMARIA ORASULUI COMARNIC', 'Str. Republicii nr.104', 'orasului Comarnic\n\nUrmare a adreselor', 'Prahova', 'vaii raului Prahova', 'vaii raului Prahova si coboara', 'cartierul Vatra Sat', 'D.N.1.\n\nUrmare a topirii zapezii si', 'Comarnic in', 'Valul de pamant antrenat', 'suprafeté de teren\n\n1/3\n', 'Cartier Podu Vartos', 'versantul stang al', 'vaii raului Prahova', 'Sinaia', 'valea Comarnicului', 'vaii paraului Comarnic', 'strada Secariei', 'D.J. 100S', 'DJ 101 S,', 'strada Garlici, in punctul ,', 'strada Valea Candei', 'surpari de mica', 'Cartierul Poiana', 'Munteni', 'DN1', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'DJ 101 S', 'tncepdnd', 'Prahova', 'Prahova']",[]
202,3562%20din%2019.02.2018.pdf,3562%20din%2019.02.2018.txt,15.02.2018,Prahova,"['ROMANIA', 'Prahova', 'judetul Prahova', 'str. Orzoaia de jos,', 'Prahova', 'erodari de', 'Urlati']",[]
203,3576%20din%2016.05.2017.pdf,3576%20din%2016.05.2017.txt,16.05.2017,Cornu,"['ROMANIA', 'Cornu\n\nin urma', 'Institufiei Prefectului', 'Prahova', 'Cornu', 'judetul Prahova', 'Cornu de Sus', 'Cornu', 'versantul opus terenului de sport.\n\n', 'Cornu de Jos', 'Balita', 'strada Balitei', 'Cornu de Jos', 'Islaz Lacsoare', 'versantul de pe partea stanga si dreapté', 'DC 6', 'Cornu de Jos', 'DJ 205 G', 'Cornu de Jos', 'DJ 205 G', 'Cornu de Jos', 'DJ 205 G', 'Cornu de Jos', 'strada Provinceanu', 'Cornu de Sus', 'strada Independentei', 'locuinté', 'Cornu de Jos', 'strada Malu Vadului', 'Cornu de Jos', 'strada Pomilor', 'Cornu', 'Prahova', 'erodari de', 'strazilor', 'Cornu', 'Prahova']",['’ si Institutia Prefectului']
204,3598%20din%2013.04.2018.pdf,3598%20din%2013.04.2018.txt,13.04.2018,orasului Slanic,"['ROMANIA', 'orasului Slanic\n\nUrmare', 'Vale', 'pilierului central', 'Minei', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
205,36.%20Bertea-proces%20verbal%20nr.%203148%20din%2018.06.2018.pdf,36.%20Bertea-proces%20verbal%20nr.%203148%20din%2018.06.2018.txt,18.06.2018,Prahova,"['ROMANIA', 'Prahova', '.G.A. Prahova', 'DJ 101 T, si a drumurilor locale', 'Lutu Rosu', 'versantul de', 'DJ 101 T', 'DJ 101 T', 'DJ 101 T', 'p&rdului', 'DJ 101 T', 'sténg', 'paraului', 'DJ 101 T', 'Zona surpaté', 'DJ 101 T', 'insumata', 'Lutu Rosu', 'Prahova', 'Prahova', 'erodari\n', 'documentaftii', 'DJ 101 T']",[]
206,3613%20din%2008.03.2018.pdf,3613%20din%2008.03.2018.txt,08.03.2018,nr. 54 C,"['ROMANIA', 'nr. 54 C', 'zona de est parter', 'dalata', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
207,3635.pdf,3635.txt,20.07.2015,TELEGA,"['ROMANIA', 'TELEGA', 'Telega', 'Telega', 'Bustenari', 'DC133', 'DC133 ingreuneaza circulatia in', 'Prahova', 'erodari de', 'Slt']",[]
208,3669%20din%2013.04.2018.pdf,3669%20din%2013.04.2018.txt,20.01.2015,Dumbrava,"['ROMANIA', 'Dumbrava\n\nfn', 'Dumbrava', 'raul Teleajen', 'Dumbrava', 'Prahova', 'Prahova', 'erodari de', 'Dumbrava\n\n']",[]
209,3671-13.03.2015.pdf,3671-13.03.2015.txt,13.03.2015,orasului Breaza,"['ROMANIA', 'orasului Breaza\n\nUrmare adresei', 'Prahova\n\n> Viceprimar', 'czute', 'orasului Breaza', 'strada Orizontului', 'strada Colinei', 'Zecheru', 'strada Plt.', 'strada Stefan cel Mare in dreptul proprietatii nr. 64', 'Prahova', 'erodari de', 'strazii Plt.', 'strada Colinei', 'Zecheru', 'siguranté', 'Prahova']",[]
210,3673.pdf,3673.txt,06.05.2015,District Sinaia,"['ROMANIA', 'District Sinaia\n\nNr. 3673', 'DN}', 'erodari de', 'DN1 km 117+110—117+185']",[]
211,3694%20din%2012.05.2017.pdf,3694%20din%2012.05.2017.txt,12.05.2017,Prahova,"['ROMANIA', 'Prahova', 'Ceptura\n\nA', 'Ceptura de Sus', 'DJ 102N', 'Dutu -', 'Soimesti', 'DJ 102N', 'DJ 102 N', 'Soimesti', 'DJ 102N', 'Micsunel', 'Soimesti', 'Rotari', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Prahova', 'Prahova']",[]
212,37.%20Bertea-proces%20verbal%20nr.%203809%20din%2023.07.2018.pdf,37.%20Bertea-proces%20verbal%20nr.%203809%20din%2023.07.2018.txt,23.07.2018,DJ 101 T,"['ROMANIA', 'DJ 101 T', 'producand afuierea', 'DJ 101 T', 'zona km 15', 'producand afuierea si', 'Jatime', 'DJ 101 T', 'Jungime', 'si malul stang', 'Jatime', 'strazilor', 'Mentionam', 'Prahova', '.G.A. Prahova', 'erodari de', 'Lutu Rosu', 'zona km 15+650', 'DJ 101 T']",[]
213,3729.pdf,3729.txt,19.10.2015,Gornet,"['ROMANIA', 'Gornet', 'Nucet', 'DC44', 'Poiana Copaceni', 'Gura Vitioarei', 'DC 44', 'Prahova', 'Slt']",[]
214,373%20din%2011.02.2015.pdf,373%20din%2011.02.2015.txt,11.02.2015,Prahova,"['ROMANIA', 'Prahova', 'Prahova', 'Prahova', 'Brates', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'paraul Ghighiu si bazinul piscicol', 'Ghighiu', 'Prahova', 'Prahova']",[]
215,38.Izvoarele-proces%20verbal%20nr.%205279%20din%2030.07.2018.pdf,38.Izvoarele-proces%20verbal%20nr.%205279%20din%2030.07.2018.txt,30.07.2018,Izvoareic,"['ROMANIA', 'Izvoareic', 'constatare/evaluare', 'Prahova', 'Izvoarele', 'DJ 102', 'Jungime', 'DC [9 Malu Vanat — Cernesti', 'Judetul Prahova', 'Izvoarele', 'Constructij Prahova', 'Prahova']",[]
216,3812.pdf,3812.txt,08.07.2015,Plopu,"['ROMANIA', 'Plopu', 'Km 12', 'Bucovel', 'Puiulescu', 'Valea Puiulescu de drumul judetean', 'punctul Pirlog', 'Plopu', 'Prahova']",[]
217,3815-28.04.2015.pdf,3815-28.04.2015.txt,28.04.2015,Dumbrava,"['ROMANIA', 'Dumbrava\n\nUrmare', 'Dumbrava\n\nA. DESCRIEREA SITUATIEL', 'strada Principala', 'Dumbrava Draganesti', 'siguranti', 'Dumbrava', 'Dumbrava', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'Dumbrava sa', 'Prahova']",['Cultura de rapita']
218,3846-30.04.2015.pdf,3846-30.04.2015.txt,30.04.2015,grau aprox,"['ROMANIA', 'grau aprox', 'suprafat4 insamantata', 'ete', 'Ciorani', 'Albesti si', 'ete', 'Ciorani', 'Albesti si', 'Ciorani', 'Albesti si', 'Ciorani', 'Albesti si', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'ete', 'Fulga Valea\n\nTolii si', 'Fulga Valea\n\nTolii si', 'ete', 'grau aprox', 'ete', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'ete', 'Valea Tolii si', 'ete', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'Valea Tolii si', 'Judetul Prahova', 'Judetul Prahoya', 'Prahova', 'Prahova', 'Ciorani']",[]
219,3888%20din%2011.03.2016.pdf,3888%20din%2011.03.2016.txt,11.03.2016,Seciu,"['ROMANIA', 'Seciu', 'DJ 232, km 3+700', 'siguranté', 'Prahova', 'Ree uc\n\n', 'Sing']",[]
220,3898%20din%2021.08.2017.pdf,3898%20din%2021.08.2017.txt,21.08.2017,.G.A. Prahova,"['ROMANIA', '.G.A. Prahova\n\n', 'Bertea', 'paraul Bertea', 'Piata\nComunala', 'malul stang al paraului', 'DJ 101 T', 'malul stang al paraului Bertea', 'DJ 101 T.\n\n4', 'versantul malului', 'malul stang al paraului', 'lalomita', 'judetul\nPrahova', 'Bertea', 'Prahova', 'erodari\n']",['Pagina |']
