,pdfFile,txtFile,eventDate,eventPlace,locList,geoEvents
0,1.Comarnic-proces%20verbal%20nr.4082%20din%2002.05.2018.pdf,1.Comarnic-proces%20verbal%20nr.4082%20din%2002.05.2018.txt,23.04.2018,Orasul Comarnic,"['ROMANIA', 'Orasul Comarnic\n\n{', 'Comarnic', 'judetul Prahova', 'Comarnic', 'strada Secaria', 'cartierul Vatra Sat', 'strazile Apelor', 'Sipotului', 'DN] si Batraioarei', 'cartierul Poiana in zonele', 'Lunca Sarului', 'Valea Sarului', 'Simion”,,,Carbunarita', 'valea Mesteacénului', 'Toplita', 'Livosu', 'Prund', 'Podu lui Neag in zonele', 'valea Moldovencei” si', 'valea\nMoldovencei —', 'valea Mesteacdnului', 'Podu Lung in zonele', 'Islaz', 'DN I.', 'Comarnic', 'Prahova', 'Prahova', 'erodari de', 'Aneta']",[]
1,10.%20Breaza%20-proces%20verbal%20nr.%209285%20din%2020.06.2018.pdf,10.%20Breaza%20-proces%20verbal%20nr.%209285%20din%2020.06.2018.txt,20.01.2015,Prahova,"['ROMANIA', 'Prahova', 'Strada Drum Nou', 'Strada Valea Morii', 'Strada Daliilor pet', 'Strada Primaverii yet .Cimitir', 'Strada Dorobanti pet ..Mioret', 'Jungime', 'punctul Piciorea', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de\n', 'siguranté', 'Prahova']",[]
2,10096%20din%2010.04.2018.pdf,10096%20din%2010.04.2018.txt,10.04.2018,Campina,"['ROMANIA', 'Campina', 'DJ207', 'CA4mpina', 'DJ207', 'DJ 207 si parapetul metalic', 'Campina', 'DJ207', 'DJ 207', 'DJ 102 I, in extravilanul municipiului', 'Campina', 'raului Doftana', 'DJ 102 I.\n\nB. MASURI CARE SE IMPUN:\n\n1.', 'Prahova', 'Prahova', 'erodari de', 'sA', 'DJ 207 si', 'Campina', 'DJ 102 I.']",[]
3,1015-07.04.2015.pdf,1015-07.04.2015.txt,03.04.2015,Judetul Prahova nr. 8,"['ROMANIA', 'Judetul Prahova nr. 8', 'Prahova', 'pdraului', 'DS556', 'paraul Viroaga', 'Prahova', '.G.A. Prahova', 'erodari de', '.G.A. Prahova', 'Prahova']",[]
4,1027%20din%2017.05.2017.pdf,1027%20din%2017.05.2017.txt,17.05.2017,DJ 218 si,"['ROMANIA', 'DJ 218 si', 'Prahova']",[]
5,1045%20din%2002.03.2017.pdf,1045%20din%2002.03.2017.txt,02.03.2017,Prahova,"['ROMANIA', 'Prahova', 'judetul Prahova', 'Nucsoara de Jos', 'Valea Rancezilor', 'Nucsoara de Jos', 'Valea Rancezului', 'Tarlesti', 'DJ 102 B', 'punctul Borsari', 'Chicioreni', 'Prahova', 'erodari de', 'Valea\nRancezului\n', 'Sing']",[]
6,10533%20din%2008.09.2016.pdf,10533%20din%2008.09.2016.txt,08.09.2016,orasul Slanic,"['ROMANIA', 'orasul Slanic\n\nin urma', 'Prahova', 'orasul Slanic', 'judetul Prahova', 'strada Grotei', 'strada Grotei', 'locuingé', 'cA', 'Prahova', 'Prahova', 'erodari de', 'orasul Slanic', 'Tonut']",[]
7,1069-24.03.2015.pdf,1069-24.03.2015.txt,20.01.2015,Izvoarele,"['ROMANIA', 'Izvoarele', 'Crasna', 'Crasna', 'Izvoarele si satul Schiulesti', 'Crasna Sector UP ua 9', 'Dn 280 mm PEHD', 'Crasna Sector UP ua 15', 'Dn 280 mm PEHD', 'Crasna Sector', '1.T.R.S.V. Ploiesti', 'Izvoarele', 'Prahova', 'erodari de', 'Prahova']",[]
8,1088%20din%2022.05.2017.pdf,1088%20din%2022.05.2017.txt,22.05.2017,Chiojdeanca,"['ROMANIA', 'Chiojdeanca\n\nfn', 'Prahova', 'Chiojdeanca', 'judetul Prahova', 'Jatime', 'Prahova', 'erodari de', 'Prahova', 'Sing']",[]
9,1089%20din%2018.02.2015.pdf,1089%20din%2018.02.2015.txt,18.02.2015,Gura Vitioarei,"['ROMANIA', 'Gura Vitioarei\n\nUrmare a', 'Prahova', 'Gura Vitioarei', 'DC 7', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'Gura Vitioarei\n\nTermen: permanent\n\n', 'Gura Vitioarei', 'Prahova', 'Prahova', 'Gura Vitioarei\nprimar']",[]
10,10973%20din%2008.12.2015.pdf,10973%20din%2008.12.2015.txt,08.12.2015,Drajna de Sus si in baza,"['ROMANIA', 'Drajna de Sus si in baza\nOrdinului Prefectului', 'Drajna', 'Drajna de Sus', 'Drajna', 'paraul Drajna', 'Cerasu', 'DJ230', 'Drajna', 'Cerasu', 'Drajna', 'judetul Prahova', 'Prahova', 'Prahova', 'Prahova', 'erodari de', 'Drajna', 'Drajna si proprietarii', 'Prahova', 'Prim4ria']",[]
11,11.Gura%20Vitioarei%20-proces%20verbal%20nr.%203673%20din%2019.06.2018.pdf,11.Gura%20Vitioarei%20-proces%20verbal%20nr.%203673%20din%2019.06.2018.txt,19.06.2018,Gura Vitioarei,"['ROMANIA', 'Gura Vitioarei\n\nUrmare a', 'DC 42', 'Nucet', 'Poiana Copaceni', 'Gura Vitioarei', 'Judetul Prahova', 'Judetul Prahova', 'erodari de', 'activitd{ilor de urmdrire curenta']",[]
12,1125%20din%2019.02.2015.pdf,1125%20din%2019.02.2015.txt,19.02.2015,Ceptura,"['ROMANIA', 'Ceptura\n\nUmmare', 'Prahova', 'Ceptura de Sus', 'DJ 102N', 'Dutu - Ulta Popa', 'DJ 102N', 'Soimesti', 'DJ 102N', 'Micsunel', 'Suditi', 'Micsunel', 'Soimesti', 'Micsunel', 'Rotari', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'siguranté']",[]
13,1133%20din%2005.04.2018.pdf,1133%20din%2005.04.2018.txt,05.04.2017,Gornet Cricov,"['ROMANIA', 'Gornet Cricov', 'Gornet Cricov', 'judetul Prahova', 'Tarculesti', 'Ionifé', 'rasturnaté', 'Tarculesti', 'DJ 102 N', 'versantul sténg', 'DJ 102 N', 'Prahova', 'erodari de\n']",[]
14,1135%20din%2012.04.2018.pdf,1135%20din%2012.04.2018.txt,12.04.2018,Adunafi,"['ROMANIA', 'Adunafi', 'judetul Prahova', 'Adunafti', 'punctul Barbu', 'punctul Branzea', 'Comarnic', 'Prahova', 'Prahova', 'erodari de']",[]
15,11463%20din%2006.12.2016.pdf,11463%20din%2006.12.2016.txt,19073/II/E/2/CT,Prahova,"['ROMANIA', 'Prahova', 'Drajna', 'judetul Prahova', 'Drajna', 'Catunu', 'DC 32', 'Brujbeanu', 'Ogretineanca', 'Prahova', 'erodari de', 'siguranti a', 'siguranté', 'Drajna']",[]
16,1148-27.04.2015.pdf,1148-27.04.2015.txt,27.04.2015,Bucuresti,"['ROMANIA', 'Bucuresti', 'strada Cristofor Columb', 'sector 1', 'Ummare', 'DJ 100 E Poiana Campina', 'DJ 100 E Poiana', 'DJ 100 E Poiana Caémpina ~', 'Draganeasa', 'strada Principala', 'Bucuresti', 'strada Cristofor Columb', 'sector 1', 'Prahova', 'Prahova', 'erodari de', 'Sformele', 'detetiorarilor', 'Prahova']",[]
17,1153%20din%2021.04.2017.pdf,1153%20din%2021.04.2017.txt,21.04.2017,Gornet Cricov,"['ROMANIA', 'Gornet Cricov', '.G.A. Prahova', 'Gornet Cricov', 'judetul Prahova', 'Tarculesti', 'contureazi', 'versantul stang al', 'vaii si', 'strada\nSperantei', 'Prahova', 'erodari de']",[]
18,11767%20din%2026.09.2017.pdf,11767%20din%2026.09.2017.txt,26.09.2017,Prahova,"['ROMANIA', 'Prahova', 'DJ 102 I de satul']",[]
19,1178%20din%2018.05.2016.pdf,1178%20din%2018.05.2016.txt,18.05.2016,Chiojdeanca,"['ROMANIA', 'Chiojdeanca\n\nfn', 'Prahova', 'Chiojdeanca', 'judetul Prahova', 'Tarna', 'DC 51', 'DC 51', 'DC 51 Chiojdeanca-Trenu', 'Trenu', 'DC 51', 'Trenu', 'Trenu', 'DC 51', 'Prahova', 'Prahova', 'erodari de', 'DC 51', 'DC 51']",[]
20,11935%20din%2028.11.2016.pdf,11935%20din%2028.11.2016.txt,28.11.2016,Cornu,"['ROMANIA', 'Cornu\n\nfn urma', 'Cornu', 'judetul Prahova', 'Cornu', 'DN 1', 'DN 1', 'Prahova', 'erodari de']",[]
21,1195%20din%2005.07.2016.pdf,1195%20din%2005.07.2016.txt,19.05.2016,Aricestii Zeletin,"['ROMANIA', 'Aricestii Zeletin', 'Prahova', 'Aricestii Zeletin', 'judetul Prahova', 'DJ', 'fagase', 'DC 160', 'Carbunesti', 'Carbunesti', 'Prahova', '.G.A. Prahova', 'erodari de', 'DC 160 in', 'DC 160.\n\nR&spunde:', 'siguranté', 'DC 160.\n\nRaspunde:', 'D.J. 233 si', 'Prahova']",[]
22,12.Gornet%20-proces%20verbal%20nr.%202602%20din%2019.06.2018.pdf,12.Gornet%20-proces%20verbal%20nr.%202602%20din%2019.06.2018.txt,25.04.2018,judetul Prahova,"['ROMANIA', 'judetul Prahova', 'strada Sarata, nr.386', 'Prahova', 'erodari de\n', 'Ing. St']",[]
23,12027%20din%2018.04.2018.pdf,12027%20din%2018.04.2018.txt,18.04.2018,Barcanesti,"['ROMANIA', 'Barcanesti\n\nfn urma', 'Prahova', 'Barcdnesti', 'Tatarani si Barcanesti', 'Tatarani', 'zona KM70', 'DN1', 'Prahova', 'Prahova', 'erodari de']",[]
24,12055%20din%2010.11.2016.pdf,12055%20din%2010.11.2016.txt,10.11.2016,Poiana Campina,"['ROMANIA', 'Poiana Campina', 'Prahova', 'Poiana Campina', 'Poiana Campina', 'DJ 101P', 'Ragman', 'Ragman', 'Prahova', 'erodari de', 'Poiana Campina', 'Poiana Campina', 'Prahova', 'Poiana Campi']",[]
25,1214%20din%2020.03.2018.pdf,1214%20din%2020.03.2018.txt,20.03.2019,Gornet,"['ROMANIA', 'Gornet', 'Prahova', 'Nucet', 'DC 44', 'Nucet.\n\n“ul Gornet', 'strada Mihalcesti', 'strada Sarata', 'strada Sarata', 'dupa cuz', 'mcoului ete', 'stabilizi:\n\nrer\n\nPagina |', '.S.U. Prahova', 'erodari de\n', 'Prozenta']",['’:x cauzcior aparifiei deteriorarilor']
26,1247%20din%2022.06.2017.pdf,1247%20din%2022.06.2017.txt,22.06.2017,Surani,"['ROMANIA', 'Surani\n\nfn urma', 'Prahova', 'Surani', 'judetul Prahova', 'Surani', 'erodari de', 'sA', 'Surani', 'Prahova', 'Prahova']",[]
27,12598%20din%2007.06.2016.pdf,12598%20din%2007.06.2016.txt,20.01.2015,Barcanesti,"['ROMANIA', 'Barcanesti', 'Prahova', 'Barcanesti', 'judetul Prahova', 'Barcanesti DN1', 'scrisd', 'Prahova', 'erodari de', 'Prahova']",[]
28,1272%20din%2013.04.2016.pdf,1272%20din%2013.04.2016.txt,13.04.2016,Lapos,"['ROMANIA', 'Lapos', 'Prahova', 'DJ 235 la Km 2+500', 'erodari de', 'Lapos\n\n', 'DJ 235', 'siguranté', 'Prahova']",[]
29,1275%20din%2026.03.2018.pdf,1275%20din%2026.03.2018.txt,26.03.2018,Predeal Sarari,"['ROMANIA', 'Predeal Sarari', 'Predeal Sarari', 'Predeal Sarari', 'Predeal', 'DJ 219', 'Bobicesti', 'DJ 219', 'Predeal Sarari', '| m fata', 'Predeal', 'DJ 219', 'Predeal', 'DJ 219', 'Predeal-Zambroaia', 'Zambroaia', 'in pet', 'Cires', 'DJ 219', 'Predeal', 'Zimbroaia', 'Zambroaia', 'DJ 219', 'Predeal', 'Zimbroaia', 'Zambroaia', 'DJ 219', 'Predeal', 'Zimbroaia', 'Predeal Sarari', 'DJ 219', 'Prahova', 'erodari de\n', 'Predeal Sarari', 'gE']",['Pagina |']
30,13.%20Albesti%20Paleologu%20-proces%20verbal%20nr.%205901din%2021.06.2018.pdf,13.%20Albesti%20Paleologu%20-proces%20verbal%20nr.%205901din%2021.06.2018.txt,21.06.2018,Albesti Paleologu,"['Albesti Paleologu', '.G.A. Prahova', 'Albesti Paleologu', 'Albesti Paleologu', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
31,1300%20din%2025.03.2016.pdf,1300%20din%2025.03.2016.txt,25.03.2016,Starchiojd,"['ROMANIA', 'Starchiojd', 'Prahova', 'Prahova', 'Starchiojd', 'sat Starchiojd', 'Batraneanca', 'malul stang', 'DJ 102L.\n\nExista pericolul intreruperii accesului auto', 'Prahova', 'erodari de', 'DJ 102L in zona afectata de fenomenul de eroziune', 'Prahova']",[]
32,1325%20din%2027.01.2016.pdf,1325%20din%2027.01.2016.txt,27.01.2016,Banesti,"['ROMANIA', 'Banesti\n\nUrmare', 'Banesti\n\n', 'Banesti\n\nA. DESCRIEREA SITUATIE]', 'raul Doftana', 'Banesti', 'Prahova', 'Ploiesti', 'Campina', 'Breaza', 'raului Doftana si', 'Banesti si', 'Campina', 'Banesti', 'raul Doftana', 'erodari', 'Campina', 'Judetul Prahova', 'Judetul\nPrahova', 'Prahova', 'erodari de', 'Banesti si primaria municipiului', 'Campina', 'Banesti si primaria municipiului', 'Campina', 'Banesti si primaria municipiului', 'Campina', 'Campina', 'Prahova']",[]
33,13271%20din%2008.11.2016.pdf,13271%20din%2008.11.2016.txt,13.10.2016,orasul Sianic,"['ROMANIA', 'orasul Sianic\n\nfn urma', 'Prahova', 'Sl&nic', 'judetul Prahova', 'Slinic', 'strada Stefan cel Mare', 'paraul Valea\nFetii', 'paraului Slanic', 'paraului Slanic', 'producdnd afuierea culeii', 'Slinic', 'Valea Fetii', 'paraului Slanic - confluenta', 'Valea Fetii', 'paraul Praja', 'strada Praja', 'DJ 102', 'Calea Ploiesti', 'paraul Valea Fetii', 'drumulut local', 'Prahova', 'erodari de', 'strada Stefan cel Mare', 'Praja', 'strazii Praja', 'orasul Slanic', 'fone']",[]
34,13355%20din%2016.05.2016.pdf,13355%20din%2016.05.2016.txt,16.05.2016,Campina,"['ROMANIA', 'Campina', 'Prahova', 'Campina', 'judetul Prahova', 'Campina', 'Campina', 'Bulevardul Nicolae Balcescu nr. 2']",[]
35,13451%20din%2022.05.2017.pdf,13451%20din%2022.05.2017.txt,20.01.2015,Prahova,"['ROMANIA', 'Prahova', 'Sinaia', 'judetul Prahova', 'Sinaia', 'str. Furnica nr.13', 'strazii Furnica', 'cartier Furnica.\n\n', 'Sinaia', 'erodari\n', 'str. Furnica nr. 13']",[]
36,1392%20din%2020.03.2017.pdf,1392%20din%2020.03.2017.txt,20.01.2015,TELEGA,"['ROMANIA', 'TELEGA', 'Telega', '.G.A. Prahova', 'Telega', 'judetul Prahova', 'Telega', 'DJ 100 E', 'Sarata', 'Sarata', 'PT 0049 Telega Vale', 'Muntenia Nord', 'Telega', 'Prahova', 'erodari de', 'Judetului Prahova']",[]
37,14.%20Ploiesti%20-proces%20verbal%20nr10073din%2011.07.2018.pdf,14.%20Ploiesti%20-proces%20verbal%20nr10073din%2011.07.2018.txt,11.07.2018,Ploiesti,"['ROMANIA', 'Ploiesti', 'Prahova', 'Ploiesti', 'judetul Prahova', 'Ploiesti', 'str. Pacureti, nr.19', 'Prahova', 'erodari de', 'Prahova']",[]
38,1402.pdf,1402.txt,20.07.2015,paraul Basau,"['ROMANIA', 'paraul Basau', 'paraului', 'Poiana Trestiei', 'Prahova', '.G.A. Prahova', 'erodari de', 'Judetul Prahova', 'Slt']",[]
39,1407%20din%2006.04.2016.pdf,1407%20din%2006.04.2016.txt,06.04.2016,Prahova,"['ROMANIA', 'Prahova', 'Lopatna', 'DJ 100M', 'DJ 233', 'DJ 100M', 'zona km 20+020', 'DJ 100M', 'zona km 20+000', 'DJ 100M', 'DC 55', 'zona km 0,775', 'zona km 0,750', 'Prahova', 'DJ 100M', 'DC 55', 'Prahova']",[]
40,14127.pdf,14127.txt,16.11.2015,astzi,"['ROMANIA', 'astzi', 'DJ 214', 'DJ 214 in', 'Brebu', 'Brebu Minastirei si satul', 'Pietriceaua', 'punctele km 9+200 (suprafata afectata in', 'DJ 214', 'si km 9+', 'DJ 214', 'Woe\n\nsor Be\n\nz\nFi\n\nrt Te eT ee\n', 'siguranté']",[]
41,1413%20din%2014.03.2018.pdf,1413%20din%2014.03.2018.txt,20.01.2015,Borgari,"['ROMANIA', 'Borgari', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
42,1436%20din%2012.04.2018.pdf,1436%20din%2012.04.2018.txt,30.03.2018,Teisani,"['ROMANIA', 'Teisani', 'Prahova', 'Teisani', 'judetul Prahova', 'Valea Stilpului\n\n', 'Paraului Stilpu', 'alunecdrilor de teren', 'Olteni', 'Paraului Stilpu', 'Stubeiu', 'DC17', 'km 6+0.000', 'paraului Bughea', 'Valea Stilpului si Olteni', 'Stubeiu', 'domeniul A4', 'Prahova', 'Prahova', 'erodari de', 'Bughea de Sus', 'Teigani', '.G.A. Prahova']",[]
43,1469-06.04.2015.pdf,1469-06.04.2015.txt,06.04.2015,Prahova,"['ROMANIA', 'Prahova', 'Datoriti', 'Pacureti', 'DJ231 si DJ100M', 'Baltesti', 'Baltesti', 'zona km 1+500', 'DC46', 'Sarata', 'DC46', 'DC 46 Matita', 'Sarata si', 'DJ231 si DJ100M', 'Prahova', 'erodari de', 'siguranté', 'DJ231 si DJ100M', 'DJ231', 'DJ 100M', 'zona km 1+500', 'DC46', 'Prahova']",[]
44,1478%20din%2014.03.2017.pdf,1478%20din%2014.03.2017.txt,14.03.2017,Cerasu,"['ROMANIA', 'Cerasu', 'Prahova', 'Cerasu', 'judetul Prahova', 'Cerasu', 'Microsistem', 'Cerasu', 'Drajna', 'imediata vecinatate', 'Gospodaria', 'Cerasu', 'Prahova', 'erodari de', 'Cerasu', 'Cerasu', 'Sing', 'Cerasu']",[]
45,14838-30.04.2015.pdf,14838-30.04.2015.txt,30.04.2015,orasului Mizil,"['orasului Mizil\n\nUrmare a adreselor', 'Prefeciului', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'Ing.:Cpt']",[]
46,14928%20din%2011.10.2017.pdf,14928%20din%2011.10.2017.txt,incepand cu data de,.G.A. Prahova,"['ROMANIA', '.G.A. Prahova', 'Mislea', 'strada Schelei', 'paraul Mislea', 'Mislea', 'strada Schelei', 'paraul Mislea', 'DC 5', 'paraului Mislea in aval de aceasta zona si', 'DC 5', 'paraului Mislea Seaca', 'paraul Mislea', 'strazii Mislea Seaca', 'Valea Scortii', 'strada Valea Scortii', 'DJ 215', 'Bordenii Mari', 'strada Bazgani', 'strada Transformatorului', 'Prahova', 'erodari de\n', 'DC 5', 'paraului Mislea', 'DC 5\n\n(malul', 'paraului Mislea', 'paraului Mislea Seaca']",[]
47,15.Gura%20Vitioarei%20%20-proces%20verbal%20nr.4162din%2010.07.2018.pdf,15.Gura%20Vitioarei%20%20-proces%20verbal%20nr.4162din%2010.07.2018.txt,10.07.2018,Gura Vitioarei,"['ROMANIA', 'Gura Vitioarei\n\nUrmare', '.G.A. Prahova\n\n', 'DC 42', 'Nucet', 'Poiana Copaceni', 'Gura Vitioarei', 'Fundeni', 'Gura\nVitioarei si', 'satul Coada Malului', 'com Magurele', 'raul Teleajen', 'DN 1 B si', 'raului Teleajen', 'Fundeni', 'DN | B.\n\nMasuri care', 'Judetul Prahova', 'Judetul Prahova', 'erodari de']",[]
48,15130%20din%2015.12.2015.pdf,15130%20din%2015.12.2015.txt,15.12.2015,Poiana Campina,"['ROMANIA', 'Poiana Campina', 'Judetul Prahova nr. 8', 'Prahova', 'Poiana Campina', 'Poiana Campina', 'Poiana Campina', 'Poiana Campina', 'raul Prahova si DN 1 0 tasare', 'Poiana', 'Campina', 'Prahova', 'erodari de', 'DN 1 si raul Prahova', 'Poiana Campi', 'Poiana cag\n\nSef SVSU']",[]
49,1533%20din%2012.04.2018.pdf,1533%20din%2012.04.2018.txt,1533,Prahova,"['ROMANIA', 'Prahova', 'Gornet', 'judetul Prahova', 'DJ 231', 'tehnicé', 'domeniul A4 si Af', 'erodari de', 'Nucet', 'Pacureti']",[]
50,15343%20din%2022.12.2015.pdf,15343%20din%2022.12.2015.txt,22.12.2015,Maneciu,"['ROMANIA', 'Maneciu', 'Prahova', 'Rapa Rosie', 'Maneciu', 'versantul malului stang al', 'raului Teleajen', 'raului Teleajen', 'Prahova', 'erodari de', 'Rapa Rosie', 'Maneciu', 'Prahova']",[]
51,1536%20din%2013.04.2018.pdf,1536%20din%2013.04.2018.txt,13.04.2018,Predeal Sarari,"['ROMANIA', 'Predeal Sarari', '.G.A. Prahova', 'Predeal Sarari', 'judetul Prahova', 'Predeal Sarari', 'Vitioara de Sus', 'perefi', 'Saratel', 'Saratel', 'Predeal Sarari', 'Predeal Sarari', 'Predeal Sarari', 'Prahova', 'erodari de\n', 'Predeal Sarari']",[]
52,1544-17.03.2015.pdf,1544-17.03.2015.txt,20.01.2015,Varbilau,"['ROMANIA', 'Varbilau\n\nUrmare', 'Prahova', 'Varbilau', 'str. Floroesti, nr. 300', 'Prahova', 'Varbilau', 'Varbilau', 'Slt', 'Prahova', 'Prahova']",[]
53,1545-11.03.2015.pdf,1545-11.03.2015.txt,11.03.2015,Gura Vitioarei,"['ROMANIA', 'Gura Vitioarei\n\nUrmare adresei', 'Prahova', 'Gura Vitioarei', 'Bughea de Jos', 'DC17', 'propriet&tii cu nr.', 'Bughea', 'Bughea de Sus', 'paraului Bughea.', 'Bughea de Sus si Bughea de Jos', 'Prahova', 'erodari de', 'Gura Vitioarei', 'DC17', 'siguranté', 'Prahova', 'Prahova']",[]
54,1557%20din%2018.05.2017.pdf,1557%20din%2018.05.2017.txt,18.05.2017,Gornet Cricov,"['ROMANIA', 'Gornet Cricov', '.G.A. Prahova', 'Gornet Cricov', 'judetul Prahova', 'Tarculesti', 'DJ 102 N.\n\nAlunecarea de teren,', 'Tarculesti-Rotari', 'Prahova', 'Prahova', 'Prahova', 'erodari de', 'Sing', 'CalinIon\n\nPagina 2']",[]
55,1586%20din%2007.08.2017.pdf,1586%20din%2007.08.2017.txt,07.08.2017,Chiojdeanca,"['ROMANIA', 'Chiojdeanca\n\nfn', 'Prahova', 'Chiojdeanca', 'judetul Prahova', 'Tarna', 'DC 51', 'DC 51', 'DC 51 Chiojdeanca-Trenu', 'Trenu', 'DC 51', 'Trenu', 'Trenu', 'DC 51', 'Prahova', 'Prahova', 'erodari de', 'DC 51', 'DC 51', 'PRIMARIA']",[]
56,15880%20din%2015.12.2015.pdf,15880%20din%2015.12.2015.txt,15.12.2015,Valea Doftanei,"['ROMANIA', 'Valea Doftanei', 'Valea Doftanei', 'Prahova', 'Valea Doftanei', 'DJ 1021 si strada Castelului', 'starada Castelului', 'paraul Valea Neagra', 'Prahova', '.G.A. Prahova', 'erodari de', 'Valea Doftanei']",[]
57,1593%20din%2012.04.2018.pdf,1593%20din%2012.04.2018.txt,12.04.2018,Batrani,"['ROMANIA', 'Batrani', 'Prahova', 'Batrani', 'judetul Prahova', 'DC 34', 'Batraneanca', 'DC 34', 'Poiana Mare', 'Batrani', 'Sarbi', 'zona de colt aval', 'Prahova', 'Prahova', 'erodari de', 'DC 34', 'Batrani']",[]
58,16.Posesti%20%20-proces%20verbal%20nr3478din%2010.07.2018.pdf,16.Posesti%20%20-proces%20verbal%20nr3478din%2010.07.2018.txt,10.07.2018,.G.A. Prahova,"['ROMANIA', '.G.A. Prahova', 'Tarlesti', 'punctul Borsari', 'Chicioreni', 'Nucsoara de Jos', 'Pietris', 'Nucsoara de Sus', 'Valea Draganestilor (balastat', 'aparifia de ravene si denivelari care\njngreuneaza circulatia auto gi pietonala', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'Chicioreni']",[]
59,1603.pdf,1603.txt,data de 17.05.2010,PRIMARIA,"['ROMANIA', 'PRIMARIA', 'Batrani', 'Batrani', 'judetul Prahova', 'DC 34', 'DC 34\n\nGowan Primar', 'Intocmit-Inspector']",[]
60,16149%20din%2004.11.2016.pdf,16149%20din%2004.11.2016.txt,04.11.2016,Prahova,"['Prahova', 'strada Orizontului', 'strada Poienitei', 'strada 30 Decembrie', 'DJ 101 R', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de\n', 'Prahova']",[]
61,16214%20din%2018.12.2017.pdf,16214%20din%2018.12.2017.txt,18.12.2017,.G.A. Prahova,"['ROMANIA', '.G.A. Prahova\n\n', 'Pietriceaua', 'DC 5', '|\n\nce\n\n2/2\n']",[]
62,1624-16.03.2015.pdf,1624-16.03.2015.txt,05.03.2015,Judetul Prahova nr. 8,"['ROMANIA', 'Judetul Prahova nr. 8', 'Prahova', 'DJ207', 'Nistoresti', 'fagase', 'Nistoresti', 'Vistieru', 'Valea Boncului', 'DJ207', 'valcelul', 'fagase', 'DJ207', 'Plaiul Campinei', 'DJ207', 'DC142', 'Valea Fiarelor', 'Valea Fiarelor', 'scrisd', 'Prahova', 'erodari de', 'DJ207', 'DJ207', 'DJ207', 'DJ207', 'Prahova']",[]
63,1629%20din%2022.03.2018.pdf,1629%20din%2022.03.2018.txt,22.03.2018,TELEGA,"['ROMANIA', 'TELEGA', 'Telega', 'Telega', 'judetul Prahova', 'Telega', 'Telega', 'Telega', 'DC 133', 'DC 133', 'Bustenari', 'Telega', 'Prahova', 'Prahova', 'erodari de', 'DC 133', 'activitdgilor', 'Telega', 'Telega', 'DC 133']",[]
64,16365%20din%2029.12.2015.pdf,16365%20din%2029.12.2015.txt,29.12.2015,Valea Doftanei,"['ROMANIA', 'Valea Doftanei', 'Valea Doftanei si', 'Valea Doftanei', 'Tesila', 'DJ 101 5 Valea Doftanei-Secaria', 'I.J-C. Prahova', 'judetu}', 'Prahova', 'erodari de', 'Valea Doftanei', 'DJ 101 S', 'Prahova']",[]
65,1643%20din%2007.06.2017.pdf,1643%20din%2007.06.2017.txt,8396/IVE/2/CT/ 19.05.2017,Adunafi,"['ROMANIA', 'Adunafi', 'Adunati', 'Tudorani', 'Drumul Carului', 'Adunafi', 'DJ 710', 'paraul Coporod', 'Prahova', 'erodari de', 'Lick\n\n', 'Sing']",[]
66,1647%20din%2019.05.2017.pdf,1647%20din%2019.05.2017.txt,19.05.2017,Gornet,"['ROMANIA', 'Gornet', 'judetul Prahova', 'DC 44', 'fagase', 'DC 44', 'Nucet si Poiana Copaceni', 'Gura Vitioarei', 'Prahova', 'Prahova', 'erodari de\n']",[]
67,16489.pdf,16489.txt,02.07.2015,Slt,"['ROMANIA', 'Slt', 'str. Plevnei', 'nr. 58', 'Campina', 'str. Pacii', 'Campina', 'str. Plevnei', 'Campina', 'Campina', 'sector Sinaia', 'str. Plevnei', 'nr. 58-87', 'str. Pacii si str. Sulfinei', 'str. Plevnei', 'str. Pacii', 'str. Plevnei', 'nr. 81', 'str. Plevnei in', 'str. Sulfinei', 'str. Plevnei', 'Campina', 'Campina', 'str. Plevna', 'strada Plevnei', 'Campina', 'judetul Prahova', 'Campina', 'strada Plevnei', 'sector Sinaia', 'studiu/expertizA', 'rispund', 'Sormele', 'Prahova', 'erodari de', 'Judetul Prahova', 'Campina']",[]
68,1666%20din%2005.05.2017.pdf,1666%20din%2005.05.2017.txt,12.04.2017,Teisani,"['ROMANIA', 'Teisani', 'Prahova', 'Teisani', 'judetul Prahova', 'Valea Stilpului\n\n', 'Olteni', 'Valea Stalpului si Teisani', 'Olteni', 'DC 17', 'fagase', 'Stubeiu', 'DC 144', 'DC17', 'km 6+0.000', 'paraul Stalpul', 'Olteni si Valea Stalpului', 'paraul Stalpul', 'Teigani', 'judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'DJ 100 N', 'Teisani']",[]
